Brand,Processor,RAM,GPU,Screen Size,Resolution,Battery Life,Weight,Operating System,Price,Storage Size,Storage Type
Apple,Intel i7,8,Integrated,15.6,2560x1440,10.9,1.95,macOS,1565.08,1000,HDD
Razer,AMD Ryzen 3,4,AMD Radeon RX 6800,13.3,1366x768,5.8,3.24,Windows,807.73,1000,SSD
Microsoft,AMD Ryzen 3,16,Nvidia RTX 2060,17.3,1366x768,9.3,1.78,Linux,773.14,1000,HDD
Apple,Intel i5,4,Nvidia GTX 1650,13.3,2560x1440,5.4,2.16,Windows,1527.84,1000,HDD
Microsoft,AMD Ryzen 3,32,Nvidia GTX 1650,17.3,2560x1440,7.7,1.38,FreeDOS,1920.67,2000,SSD
MSI,AMD Ryzen 7,8,Nvidia RTX 3080,14.0,1920x1080,11.1,2.0,Linux,1225.12,1000,HDD
Samsung,Intel i3,64,Nvidia GTX 1650,14.0,1366x768,8.8,3.2,FreeDOS,1667.97,1000,SSD
MSI,AMD Ryzen 5,32,Integrated,16.0,1366x768,11.1,3.5,FreeDOS,1160.96,256,SSD
Acer,Intel i5,8,AMD Radeon RX 6800,13.3,1920x1080,7.4,1.51,Windows,1143.1,1000,SSD
MSI,Intel i5,32,AMD Radeon RX 6800,16.0,2560x1440,7.0,3.49,Windows,2754.97,512,SSD
Apple,Intel i5,8,Nvidia RTX 3060,16.0,3840x2160,6.9,3.41,Windows,2850.25,256,SSD
Asus,Intel i9,8,Nvidia GTX 1650,16.0,1366x768,11.6,2.54,Linux,1607.34,1000,SSD
Apple,AMD Ryzen 7,32,Integrated,17.3,1920x1080,4.6,3.25,FreeDOS,2253.39,2000,SSD
MSI,AMD Ryzen 5,32,Nvidia GTX 1650,13.3,1366x768,10.4,2.42,macOS,1533.42,1000,HDD
MSI,AMD Ryzen 5,64,Nvidia RTX 3060,17.3,1920x1080,8.0,2.18,macOS,3420.88,1000,SSD
Lenovo,Intel i3,32,Nvidia GTX 1650,16.0,1366x768,10.7,2.41,Linux,1284.16,1000,SSD
Apple,Intel i3,32,Integrated,16.0,1366x768,8.2,2.58,macOS,1322.63,1000,SSD
HP,AMD Ryzen 7,64,AMD Radeon RX 6600,15.6,2560x1440,6.4,2.63,Linux,3930.86,256,SSD
Samsung,Intel i9,32,Nvidia RTX 3080,13.3,2560x1440,9.1,2.03,Windows,3315.02,256,SSD
Lenovo,AMD Ryzen 7,16,Integrated,13.3,3840x2160,4.1,1.32,Windows,1690.5,2000,SSD
HP,AMD Ryzen 9,32,Integrated,15.6,2560x1440,5.1,2.83,Windows,2512.87,2000,SSD
Microsoft,Intel i3,8,AMD Radeon RX 6600,13.3,3840x2160,11.4,1.92,macOS,1221.31,1000,HDD
Samsung,Intel i9,32,Nvidia GTX 1650,16.0,3840x2160,8.3,2.57,FreeDOS,4815.87,512,SSD
Lenovo,AMD Ryzen 7,32,AMD Radeon RX 6600,16.0,1366x768,7.8,1.72,Linux,1628.12,1000,HDD
MSI,Intel i3,32,Nvidia RTX 3060,16.0,1920x1080,9.4,3.46,Windows,1450.25,1000,HDD
Apple,Intel i5,64,AMD Radeon RX 6600,16.0,3840x2160,9.7,2.7,Windows,6334.14,256,SSD
MSI,Intel i3,64,AMD Radeon RX 6600,13.3,1366x768,5.9,2.55,Linux,2110.91,256,SSD
Microsoft,AMD Ryzen 5,32,Integrated,14.0,1920x1080,9.4,2.99,Linux,1235.27,2000,SSD
MSI,AMD Ryzen 3,4,AMD Radeon RX 6600,15.6,1366x768,4.9,1.28,Windows,673.28,1000,HDD
Dell,Intel i7,16,Nvidia GTX 1650,16.0,3840x2160,6.6,3.4,Windows,2382.6,1000,HDD
HP,AMD Ryzen 5,64,Nvidia RTX 2060,15.6,1920x1080,11.6,3.2,Windows,2518.04,1000,SSD
Asus,Intel i9,16,AMD Radeon RX 6800,16.0,2560x1440,6.8,2.86,Linux,2650.42,1000,SSD
MSI,Intel i7,4,Integrated,16.0,2560x1440,8.4,2.94,Windows,1333.96,512,SSD
Asus,Intel i5,8,AMD Radeon RX 6600,15.6,1366x768,8.4,1.24,Linux,974.69,256,SSD
Microsoft,Intel i7,64,Nvidia RTX 3080,17.3,3840x2160,8.8,1.7,Windows,5397.19,2000,SSD
Razer,AMD Ryzen 9,4,Integrated,16.0,1366x768,7.7,2.84,macOS,1164.38,256,SSD
Dell,Intel i9,32,Nvidia RTX 3080,14.0,2560x1440,8.5,1.32,macOS,3359.13,2000,SSD
Microsoft,Intel i9,32,Integrated,17.3,1366x768,8.8,1.61,FreeDOS,1630.22,2000,SSD
Samsung,Intel i3,16,Nvidia GTX 1650,16.0,1366x768,8.9,3.46,macOS,793.3,2000,SSD
MSI,AMD Ryzen 3,32,Nvidia GTX 1650,14.0,1366x768,6.2,2.31,Linux,1577.52,512,SSD
Apple,AMD Ryzen 9,16,AMD Radeon RX 6800,16.0,3840x2160,5.0,2.33,Linux,5278.83,1000,SSD
Microsoft,Intel i7,16,Nvidia RTX 3060,17.3,1920x1080,6.3,3.01,Windows,1674.86,2000,SSD
Microsoft,Intel i3,16,Nvidia RTX 3080,16.0,2560x1440,7.6,2.65,FreeDOS,1271.09,256,SSD
Asus,Intel i5,32,Nvidia GTX 1650,13.3,3840x2160,9.7,2.23,Windows,2158.02,1000,HDD
Apple,Intel i9,8,Nvidia RTX 3060,16.0,2560x1440,6.7,2.51,macOS,3290.11,512,SSD
Samsung,AMD Ryzen 5,64,Integrated,15.6,1920x1080,9.9,3.31,Windows,1635.83,2000,SSD
Lenovo,AMD Ryzen 3,16,AMD Radeon RX 6800,15.6,3840x2160,8.9,2.09,FreeDOS,1914.72,1000,SSD
MSI,Intel i5,32,AMD Radeon RX 6600,14.0,2560x1440,5.6,1.24,FreeDOS,2636.91,1000,SSD
HP,Intel i5,32,Nvidia GTX 1650,16.0,1920x1080,9.9,1.88,Linux,1670.15,512,SSD
Razer,AMD Ryzen 5,8,Nvidia RTX 3060,15.6,1366x768,11.2,2.8,Linux,1413.93,1000,SSD
HP,Intel i3,32,AMD Radeon RX 6800,17.3,3840x2160,9.2,3.19,Linux,2126.52,1000,HDD
Dell,AMD Ryzen 5,4,Nvidia RTX 2060,16.0,1920x1080,8.0,2.5,macOS,1118.09,2000,SSD
HP,Intel i9,16,Nvidia RTX 3060,15.6,1920x1080,11.4,1.59,FreeDOS,2152.76,1000,SSD
Razer,Intel i9,64,Nvidia GTX 1650,13.3,3840x2160,4.9,3.09,FreeDOS,9032.16,256,SSD
Lenovo,AMD Ryzen 7,64,Integrated,16.0,1366x768,5.2,3.33,FreeDOS,1851.67,512,SSD
Asus,Intel i3,64,Nvidia RTX 3080,14.0,3840x2160,4.5,2.53,Linux,3159.73,256,SSD
Samsung,Intel i9,4,AMD Radeon RX 6600,15.6,3840x2160,7.3,1.93,Windows,2775.59,256,SSD
Asus,AMD Ryzen 7,4,Nvidia RTX 2060,14.0,1920x1080,10.0,1.22,FreeDOS,1048.32,2000,SSD
Samsung,Intel i9,32,Nvidia RTX 3060,16.0,2560x1440,4.5,2.45,Linux,3609.67,1000,SSD
Acer,AMD Ryzen 5,4,AMD Radeon RX 6600,15.6,1366x768,11.4,2.03,Linux,775.68,1000,SSD
Lenovo,Intel i7,32,Nvidia RTX 3080,15.6,1366x768,8.1,3.13,Linux,1725.51,1000,SSD
HP,Intel i3,16,Nvidia RTX 3060,17.3,2560x1440,5.2,1.74,FreeDOS,1124.19,1000,HDD
Razer,AMD Ryzen 7,64,AMD Radeon RX 6800,15.6,2560x1440,5.4,3.16,Linux,4818.17,1000,HDD
Microsoft,Intel i7,8,Integrated,16.0,2560x1440,4.3,2.21,macOS,1089.96,512,SSD
Lenovo,AMD Ryzen 3,16,AMD Radeon RX 6800,17.3,1366x768,4.6,1.74,Windows,845.64,1000,HDD
Apple,Intel i5,16,Nvidia RTX 3060,17.3,3840x2160,6.9,2.24,Windows,3337.78,2000,SSD
Acer,Intel i5,16,Nvidia RTX 3060,13.3,1920x1080,10.9,1.24,FreeDOS,1239.88,256,SSD
Lenovo,AMD Ryzen 5,32,Nvidia RTX 3080,17.3,1920x1080,6.5,2.39,FreeDOS,1714.24,2000,SSD
Microsoft,Intel i7,16,AMD Radeon RX 6600,13.3,3840x2160,8.2,3.22,FreeDOS,2618.18,512,SSD
Asus,AMD Ryzen 3,64,Nvidia RTX 2060,16.0,2560x1440,8.6,2.56,macOS,2686.06,256,SSD
Razer,Intel i9,8,Nvidia GTX 1650,16.0,1920x1080,7.3,1.9,FreeDOS,2418.11,256,SSD
Razer,Intel i5,8,Nvidia RTX 3060,13.3,1366x768,10.3,1.31,Linux,880.5,1000,HDD
Samsung,Intel i3,4,Nvidia RTX 2060,17.3,1920x1080,8.0,1.26,FreeDOS,825.89,1000,SSD
Samsung,AMD Ryzen 9,16,AMD Radeon RX 6600,15.6,1366x768,6.6,1.72,Windows,1709.79,2000,SSD
Acer,Intel i5,16,Integrated,13.3,1920x1080,9.5,3.42,Linux,650.45,1000,HDD
Dell,AMD Ryzen 9,8,AMD Radeon RX 6800,16.0,2560x1440,7.2,1.81,macOS,2258.04,512,SSD
Acer,Intel i7,4,Nvidia GTX 1650,16.0,2560x1440,6.2,1.96,FreeDOS,1484.46,512,SSD
Razer,Intel i9,64,Integrated,14.0,1366x768,4.5,2.97,FreeDOS,2513.62,1000,HDD
Asus,AMD Ryzen 7,64,AMD Radeon RX 6600,16.0,1366x768,10.6,3.11,FreeDOS,2375.17,1000,HDD
Dell,Intel i9,64,Nvidia RTX 2060,16.0,2560x1440,9.8,2.53,Linux,5499.27,2000,SSD
Dell,AMD Ryzen 9,4,AMD Radeon RX 6800,14.0,2560x1440,7.2,1.21,Windows,1846.75,1000,SSD
HP,AMD Ryzen 5,16,Nvidia RTX 3060,13.3,3840x2160,7.7,2.99,Windows,1924.55,1000,SSD
Lenovo,Intel i7,4,Integrated,16.0,1366x768,8.0,1.71,Windows,614.13,1000,SSD
Asus,AMD Ryzen 5,32,AMD Radeon RX 6800,17.3,3840x2160,6.7,1.76,Linux,2803.58,512,SSD
Asus,Intel i3,4,Integrated,15.6,1366x768,7.3,2.55,Windows,422.95,256,SSD
Lenovo,AMD Ryzen 9,64,AMD Radeon RX 6800,14.0,1366x768,10.2,2.14,macOS,2878.94,1000,HDD
Razer,Intel i5,8,Nvidia GTX 1650,13.3,1366x768,9.1,1.29,FreeDOS,1253.3,2000,SSD
Razer,Intel i7,32,Nvidia RTX 3080,15.6,3840x2160,6.7,1.88,Linux,4889.73,256,SSD
Samsung,AMD Ryzen 9,64,Nvidia RTX 2060,15.6,1366x768,5.1,1.42,FreeDOS,3685.52,1000,SSD
Asus,Intel i9,4,Integrated,16.0,3840x2160,6.1,3.0,macOS,1922.22,512,SSD
Lenovo,AMD Ryzen 3,32,Nvidia RTX 3080,17.3,1366x768,8.7,2.63,Windows,1323.24,2000,SSD
Lenovo,Intel i5,64,Nvidia GTX 1650,16.0,1366x768,9.8,2.16,Windows,2148.24,512,SSD
Microsoft,Intel i9,16,Nvidia GTX 1650,15.6,1920x1080,6.4,3.06,macOS,2299.66,1000,SSD
Lenovo,AMD Ryzen 7,32,AMD Radeon RX 6600,17.3,1366x768,8.8,2.19,FreeDOS,1747.33,2000,SSD
Apple,Intel i5,8,Nvidia RTX 3080,15.6,1920x1080,9.7,3.07,macOS,1499.19,1000,HDD
HP,AMD Ryzen 9,8,Nvidia RTX 3060,14.0,3840x2160,5.7,1.21,FreeDOS,2602.62,2000,SSD
Samsung,AMD Ryzen 9,32,AMD Radeon RX 6800,17.3,1366x768,8.0,2.55,FreeDOS,2314.57,512,SSD
Razer,Intel i3,4,Nvidia RTX 3060,17.3,2560x1440,5.4,1.48,FreeDOS,1432.43,512,SSD
Lenovo,Intel i9,32,AMD Radeon RX 6800,14.0,1366x768,10.5,3.2,Linux,2196.34,2000,SSD
Acer,AMD Ryzen 3,64,Nvidia GTX 1650,15.6,1920x1080,7.4,3.28,FreeDOS,2301.59,2000,SSD
HP,AMD Ryzen 5,32,Nvidia RTX 3080,13.3,1920x1080,5.0,2.14,Linux,1535.91,1000,SSD
MSI,Intel i3,4,Nvidia RTX 3060,13.3,1920x1080,5.2,1.63,Linux,810.69,1000,HDD
Razer,AMD Ryzen 3,4,Nvidia RTX 3060,16.0,2560x1440,10.1,1.38,macOS,1086.03,1000,HDD
Razer,Intel i3,16,Nvidia RTX 3080,17.3,1366x768,7.0,3.18,FreeDOS,1152.34,256,SSD
Lenovo,Intel i5,64,Nvidia RTX 3080,16.0,3840x2160,11.4,2.7,Windows,4200.16,512,SSD
HP,Intel i9,64,Nvidia RTX 2060,14.0,1920x1080,9.2,2.38,FreeDOS,4058.03,256,SSD
Lenovo,Intel i5,8,AMD Radeon RX 6600,13.3,1366x768,8.8,1.99,FreeDOS,805.87,1000,SSD
Apple,AMD Ryzen 7,16,Nvidia RTX 3060,15.6,1920x1080,7.5,1.22,Linux,2553.67,1000,SSD
MSI,Intel i5,64,Nvidia GTX 1650,14.0,2560x1440,9.4,2.88,Windows,3735.42,1000,SSD
Lenovo,Intel i9,4,AMD Radeon RX 6600,15.6,1366x768,10.3,1.58,Linux,1447.37,256,SSD
Microsoft,AMD Ryzen 9,8,Nvidia RTX 3060,15.6,1920x1080,11.9,2.84,Linux,1816.09,1000,SSD
Lenovo,AMD Ryzen 5,16,Integrated,15.6,3840x2160,5.7,1.35,Windows,1302.89,1000,HDD
Lenovo,Intel i5,16,AMD Radeon RX 6600,13.3,2560x1440,6.0,3.39,macOS,1400.75,512,SSD
Samsung,AMD Ryzen 3,8,Nvidia RTX 3060,16.0,1920x1080,7.0,1.65,macOS,1040.34,2000,SSD
Dell,Intel i3,32,AMD Radeon RX 6600,16.0,2560x1440,6.6,1.6,FreeDOS,1885.95,1000,SSD
Dell,Intel i9,16,AMD Radeon RX 6600,15.6,3840x2160,8.2,3.26,Linux,3744.92,2000,SSD
Samsung,AMD Ryzen 5,32,Nvidia RTX 3060,14.0,3840x2160,10.8,1.23,Linux,2135.12,1000,HDD
Razer,Intel i9,64,Nvidia RTX 3060,14.0,3840x2160,8.5,2.95,Windows,9222.39,512,SSD
Dell,Intel i9,16,Nvidia GTX 1650,15.6,1920x1080,8.7,2.6,Linux,2093.83,512,SSD
Asus,AMD Ryzen 7,4,Nvidia GTX 1650,17.3,1366x768,6.9,1.84,macOS,1165.8,2000,SSD
Acer,Intel i7,64,Nvidia GTX 1650,14.0,2560x1440,11.4,3.2,FreeDOS,3815.29,1000,SSD
Dell,AMD Ryzen 5,16,Nvidia RTX 3080,14.0,2560x1440,8.3,1.81,Linux,1383.67,1000,SSD
Razer,Intel i3,4,Nvidia RTX 3060,15.6,3840x2160,5.4,2.74,Linux,1885.42,2000,SSD
Microsoft,AMD Ryzen 7,32,AMD Radeon RX 6800,17.3,1366x768,10.9,1.42,macOS,1705.76,2000,SSD
Dell,AMD Ryzen 5,32,AMD Radeon RX 6800,14.0,1366x768,9.2,1.71,Windows,1258.78,1000,SSD
Microsoft,Intel i9,8,Integrated,14.0,1920x1080,4.5,2.63,Linux,813.28,1000,HDD
HP,Intel i3,64,Nvidia RTX 3080,13.3,1920x1080,7.7,3.26,Linux,1938.13,2000,SSD
Apple,AMD Ryzen 3,4,Nvidia RTX 3080,14.0,2560x1440,11.9,2.86,Linux,1527.4,1000,SSD
MSI,AMD Ryzen 9,4,Nvidia GTX 1650,14.0,1366x768,9.5,3.15,FreeDOS,1520.6,1000,SSD
Razer,AMD Ryzen 7,4,Nvidia RTX 3060,16.0,1366x768,10.0,1.3,macOS,1562.71,2000,SSD
Razer,AMD Ryzen 3,8,Nvidia RTX 3060,17.3,2560x1440,9.3,1.89,FreeDOS,1578.8,512,SSD
Apple,AMD Ryzen 5,16,AMD Radeon RX 6600,17.3,2560x1440,11.8,2.85,macOS,2342.84,2000,SSD
Microsoft,Intel i7,4,Nvidia RTX 3060,15.6,1920x1080,6.7,2.24,Linux,1262.44,256,SSD
Lenovo,AMD Ryzen 3,8,AMD Radeon RX 6800,16.0,1366x768,4.4,3.44,macOS,717.03,2000,SSD
Samsung,Intel i9,8,Nvidia RTX 3060,17.3,2560x1440,11.6,1.98,Windows,2216.77,256,SSD
Microsoft,AMD Ryzen 7,64,Nvidia GTX 1650,13.3,2560x1440,5.2,1.5,FreeDOS,3129.11,1000,HDD
Samsung,AMD Ryzen 9,32,AMD Radeon RX 6600,16.0,1366x768,6.3,1.72,Windows,2453.15,512,SSD
Asus,AMD Ryzen 5,16,Integrated,16.0,1920x1080,4.2,1.41,FreeDOS,773.99,256,SSD
Dell,Intel i7,4,Nvidia GTX 1650,15.6,3840x2160,7.0,1.27,macOS,2187.69,512,SSD
Acer,AMD Ryzen 3,4,Nvidia RTX 3080,14.0,1920x1080,11.1,3.42,macOS,654.86,1000,SSD
Razer,AMD Ryzen 9,16,Nvidia GTX 1650,16.0,1920x1080,6.6,2.09,Windows,2942.09,256,SSD
Dell,AMD Ryzen 3,8,AMD Radeon RX 6800,13.3,1920x1080,10.9,1.25,Linux,793.69,2000,SSD
Dell,Intel i5,64,Integrated,13.3,1920x1080,7.3,3.01,Linux,1349.84,1000,HDD
Asus,AMD Ryzen 3,64,AMD Radeon RX 6800,17.3,1366x768,7.3,2.53,FreeDOS,1926.72,2000,SSD
Lenovo,AMD Ryzen 3,32,Nvidia GTX 1650,16.0,2560x1440,8.9,2.72,Windows,1761.9,2000,SSD
Lenovo,AMD Ryzen 3,4,Nvidia RTX 2060,13.3,1920x1080,10.2,2.11,macOS,790.86,2000,SSD
Razer,Intel i5,4,AMD Radeon RX 6600,15.6,3840x2160,7.6,2.46,Linux,2040.08,1000,HDD
Apple,AMD Ryzen 3,4,Nvidia RTX 2060,16.0,1366x768,11.9,2.11,FreeDOS,1161.14,512,SSD
HP,AMD Ryzen 5,8,Nvidia RTX 3080,16.0,2560x1440,5.9,3.37,Linux,1440.4,1000,SSD
Acer,AMD Ryzen 5,8,Nvidia RTX 3080,17.3,1366x768,7.4,2.1,FreeDOS,870.14,1000,SSD
Apple,Intel i7,64,Nvidia GTX 1650,13.3,1366x768,7.7,3.35,FreeDOS,3657.92,2000,SSD
Acer,Intel i3,8,Nvidia RTX 2060,15.6,1920x1080,10.1,1.28,macOS,795.04,512,SSD
Acer,AMD Ryzen 3,4,Nvidia RTX 2060,17.3,2560x1440,7.6,1.97,FreeDOS,1161.77,512,SSD
Acer,Intel i7,64,Nvidia RTX 2060,14.0,3840x2160,8.8,2.34,macOS,4815.75,512,SSD
Razer,Intel i7,4,Nvidia GTX 1650,14.0,1920x1080,11.6,2.23,Windows,1493.69,1000,SSD
HP,Intel i5,8,AMD Radeon RX 6600,16.0,1920x1080,9.9,1.8,macOS,1181.74,1000,SSD
Apple,AMD Ryzen 7,64,AMD Radeon RX 6800,17.3,2560x1440,11.0,3.47,macOS,5940.54,512,SSD
Dell,AMD Ryzen 7,32,Nvidia RTX 3080,15.6,1366x768,6.7,2.02,Linux,1890.2,1000,SSD
Asus,AMD Ryzen 9,16,Nvidia RTX 3060,15.6,2560x1440,10.4,2.56,Windows,2801.03,1000,SSD
Microsoft,AMD Ryzen 5,4,AMD Radeon RX 6800,14.0,2560x1440,9.5,2.26,macOS,979.98,1000,HDD
Razer,AMD Ryzen 7,32,AMD Radeon RX 6800,17.3,2560x1440,7.5,2.53,macOS,3815.73,512,SSD
Microsoft,AMD Ryzen 9,32,Nvidia RTX 3060,15.6,3840x2160,10.0,3.19,Windows,4907.72,2000,SSD
Lenovo,Intel i3,4,Integrated,14.0,1920x1080,9.0,2.16,Linux,518.46,1000,HDD
HP,Intel i3,4,Nvidia GTX 1650,14.0,1366x768,8.1,1.25,macOS,638.58,1000,SSD
Dell,AMD Ryzen 5,16,Nvidia RTX 2060,17.3,1920x1080,6.4,2.48,Windows,1340.73,512,SSD
Acer,Intel i5,64,Nvidia RTX 3060,16.0,3840x2160,12.0,1.91,Windows,4391.87,256,SSD
Asus,AMD Ryzen 7,4,Nvidia GTX 1650,16.0,1920x1080,6.9,1.5,Windows,1039.05,1000,HDD
Apple,Intel i7,4,AMD Radeon RX 6800,14.0,3840x2160,10.6,3.26,Windows,2771.67,1000,SSD
MSI,AMD Ryzen 5,8,Nvidia RTX 2060,17.3,1366x768,4.4,1.73,FreeDOS,1286.08,512,SSD
Lenovo,AMD Ryzen 7,64,Nvidia RTX 3080,17.3,3840x2160,8.6,3.39,FreeDOS,4636.12,1000,HDD
Apple,AMD Ryzen 5,8,Integrated,17.3,1920x1080,9.3,2.16,macOS,1179.43,2000,SSD
Asus,Intel i7,16,Nvidia RTX 3080,13.3,1366x768,10.0,2.28,FreeDOS,979.07,1000,HDD
HP,Intel i5,4,Integrated,17.3,3840x2160,4.9,1.46,macOS,1048.56,2000,SSD
Razer,AMD Ryzen 7,32,Integrated,14.0,3840x2160,6.5,3.48,Linux,2977.45,2000,SSD
Apple,Intel i5,8,Nvidia RTX 3060,16.0,1920x1080,4.7,1.61,Windows,1526.38,2000,SSD
HP,AMD Ryzen 7,4,AMD Radeon RX 6800,13.3,2560x1440,9.7,2.63,Linux,1396.32,1000,SSD
Acer,Intel i9,4,Integrated,14.0,3840x2160,5.4,2.74,Linux,1575.64,2000,SSD
Samsung,Intel i5,16,Nvidia RTX 3080,17.3,1366x768,7.2,2.6,FreeDOS,1256.17,256,SSD
Acer,AMD Ryzen 3,8,Nvidia GTX 1650,15.6,3840x2160,11.3,2.65,Windows,1372.66,1000,HDD
Lenovo,Intel i5,4,AMD Radeon RX 6600,14.0,2560x1440,11.7,2.46,macOS,1028.58,256,SSD
MSI,Intel i5,64,AMD Radeon RX 6800,13.3,3840x2160,10.4,2.81,Windows,5129.37,512,SSD
Microsoft,Intel i5,32,Nvidia RTX 2060,15.6,2560x1440,11.8,1.58,Linux,2304.34,2000,SSD
MSI,AMD Ryzen 9,4,AMD Radeon RX 6800,17.3,1366x768,7.0,2.7,macOS,1779.42,2000,SSD
Samsung,Intel i7,64,Nvidia RTX 2060,14.0,1920x1080,4.2,1.51,Windows,3011.94,256,SSD
Asus,AMD Ryzen 5,16,Nvidia RTX 3080,14.0,1920x1080,11.0,2.04,Windows,1067.62,1000,HDD
Asus,AMD Ryzen 9,16,Nvidia GTX 1650,17.3,1920x1080,10.4,2.81,Windows,2102.34,512,SSD
Razer,AMD Ryzen 5,32,Nvidia GTX 1650,17.3,1920x1080,10.2,2.83,Linux,2490.82,2000,SSD
Razer,AMD Ryzen 7,16,Nvidia GTX 1650,15.6,3840x2160,4.2,1.87,Windows,3899.89,2000,SSD
Razer,AMD Ryzen 9,64,AMD Radeon RX 6600,13.3,1366x768,8.1,1.98,Linux,4678.14,1000,SSD
Samsung,AMD Ryzen 3,4,AMD Radeon RX 6800,17.3,1366x768,9.8,2.03,macOS,725.5,1000,HDD
Lenovo,Intel i9,32,Nvidia RTX 3060,13.3,1920x1080,4.1,3.41,FreeDOS,2078.85,1000,HDD
Samsung,Intel i5,64,AMD Radeon RX 6600,17.3,1920x1080,10.9,1.54,Linux,2479.33,512,SSD
Dell,AMD Ryzen 7,16,Nvidia GTX 1650,17.3,3840x2160,9.9,3.06,Linux,2302.71,1000,HDD
Samsung,AMD Ryzen 9,8,AMD Radeon RX 6600,17.3,2560x1440,7.6,2.84,Linux,2400.0,1000,SSD
Razer,Intel i9,8,Nvidia RTX 3080,17.3,3840x2160,9.2,1.78,Windows,4321.1,256,SSD
Dell,AMD Ryzen 9,4,Nvidia RTX 3080,16.0,1366x768,7.9,3.04,Linux,1410.28,512,SSD
Razer,AMD Ryzen 5,4,Nvidia RTX 2060,14.0,2560x1440,4.6,3.21,FreeDOS,1520.7,512,SSD
Asus,Intel i9,32,AMD Radeon RX 6800,16.0,1920x1080,5.4,2.46,macOS,3047.64,1000,SSD
Asus,AMD Ryzen 3,32,Nvidia RTX 3060,13.3,2560x1440,8.4,1.52,macOS,1591.59,1000,SSD
Samsung,AMD Ryzen 7,8,Nvidia RTX 2060,17.3,1366x768,9.6,1.29,macOS,951.94,1000,HDD
MSI,AMD Ryzen 3,8,AMD Radeon RX 6600,17.3,2560x1440,11.4,3.42,Linux,1351.89,1000,SSD
Asus,Intel i7,8,Nvidia RTX 3060,16.0,2560x1440,6.5,3.25,Windows,1555.93,1000,HDD
HP,Intel i9,32,Nvidia RTX 3060,17.3,1366x768,5.6,1.99,Windows,2460.96,256,SSD
Apple,AMD Ryzen 9,64,Nvidia RTX 3060,14.0,1920x1080,5.5,1.88,Linux,5750.96,512,SSD
Razer,Intel i3,16,Nvidia GTX 1650,15.6,1366x768,11.4,1.7,Windows,1276.87,1000,SSD
Asus,AMD Ryzen 7,8,Nvidia RTX 3060,14.0,2560x1440,4.5,2.81,Windows,1268.42,1000,HDD
HP,AMD Ryzen 7,8,Nvidia RTX 3060,17.3,3840x2160,9.9,3.32,FreeDOS,2194.02,512,SSD
Samsung,AMD Ryzen 9,4,AMD Radeon RX 6800,17.3,1920x1080,12.0,1.89,Linux,1686.65,2000,SSD
HP,AMD Ryzen 5,8,AMD Radeon RX 6600,13.3,2560x1440,8.7,2.74,macOS,1203.15,2000,SSD
Samsung,Intel i7,32,Nvidia RTX 3080,16.0,2560x1440,7.0,1.59,Linux,2395.85,1000,HDD
HP,Intel i5,4,Nvidia RTX 3060,13.3,2560x1440,8.0,2.09,macOS,1066.92,1000,HDD
Samsung,Intel i3,16,AMD Radeon RX 6800,16.0,3840x2160,10.9,3.06,FreeDOS,1964.8,1000,SSD
Microsoft,Intel i3,16,Nvidia RTX 2060,17.3,3840x2160,9.1,1.32,Windows,1793.84,512,SSD
Apple,AMD Ryzen 7,32,Nvidia RTX 3080,14.0,1366x768,7.8,2.78,Linux,2597.12,512,SSD
Dell,Intel i5,64,Nvidia RTX 3080,17.3,1366x768,4.9,1.42,Linux,1715.09,1000,HDD
HP,AMD Ryzen 7,16,Nvidia RTX 2060,15.6,3840x2160,8.2,3.49,FreeDOS,2635.95,512,SSD
Dell,Intel i5,4,AMD Radeon RX 6800,14.0,1366x768,9.0,1.94,macOS,759.01,2000,SSD
Asus,Intel i9,64,Nvidia RTX 2060,17.3,1366x768,4.7,1.6,macOS,3711.22,2000,SSD
Razer,Intel i7,4,AMD Radeon RX 6800,14.0,1366x768,8.8,3.5,Windows,1393.5,1000,SSD
Apple,AMD Ryzen 3,16,AMD Radeon RX 6600,16.0,2560x1440,8.3,2.32,FreeDOS,2202.59,512,SSD
Asus,Intel i9,32,AMD Radeon RX 6600,14.0,1920x1080,7.9,2.89,Linux,2510.36,256,SSD
Dell,AMD Ryzen 9,4,Nvidia RTX 3080,17.3,1920x1080,11.6,1.85,FreeDOS,1691.18,512,SSD
Lenovo,Intel i9,64,Nvidia RTX 2060,17.3,3840x2160,9.5,1.42,Windows,7115.61,2000,SSD
Lenovo,Intel i7,64,Integrated,15.6,1366x768,5.6,2.26,macOS,1781.2,2000,SSD
MSI,Intel i7,4,Integrated,14.0,1920x1080,9.8,2.8,Linux,896.36,256,SSD
Asus,Intel i5,8,Nvidia RTX 3060,17.3,3840x2160,9.9,1.7,Windows,1833.47,256,SSD
Microsoft,AMD Ryzen 5,4,Integrated,16.0,3840x2160,4.7,1.35,Windows,973.81,1000,HDD
Razer,Intel i7,16,Nvidia RTX 3080,13.3,3840x2160,10.8,2.56,Linux,3565.72,1000,SSD
HP,AMD Ryzen 7,8,Nvidia RTX 3060,13.3,1366x768,6.3,3.15,FreeDOS,1029.54,512,SSD
MSI,Intel i7,64,Nvidia RTX 2060,17.3,3840x2160,6.6,1.43,Windows,5693.68,1000,HDD
Dell,Intel i5,8,Integrated,16.0,3840x2160,4.5,2.03,Linux,1138.36,1000,HDD
